GEOID,coverage
12009068502,100.0
12009064702,100.0
12009071347,100.0
12009065025,100.0
12009069906,100.0
12009060103,100.0
12009069903,100.0
12009071353,100.0
12009071343,100.0
12009071602,100.0
12009062111,100.0
12086009014,100.0
12086009015,100.0
12053040913,100.0
12086009305,100.0
12009064123,100.0
12095017012,100.0
12095017015,100.0
12095013405,100.0
12095013607,100.0
12009071335,100.0
12011040802,100.0
12011040901,100.0
12009060700,100.0
12009066600,100.0
12009071500,100.0
12095990000,0.0
12009066103,100.0
12086010400,100.0
12086010604,100.0
12095016743,100.0
12095017119,100.0
12095017302,100.0
12095017022,100.0
12095014202,100.0
12095014201,100.0
12095017018,100.0
12095016607,100.0
12095016604,100.0
12095016746,100.0
12095016513,100.0
12095016605,100.0
12095016740,100.0
12095017024,100.0
12095016811,100.0
12095010202,100.0
12095018901,100.0
12095018202,100.0
12095017021,100.0
12095016808,100.0
12095016741,100.0
12115002302,100.0
12063210301,100.0
12063210302,100.0
12063210902,100.0
12053041602,100.0
12063210901,100.0
12053041601,100.0
12053040912,100.0
12055960402,100.0
12055961604,100.0
12055961702,100.0
12055960105,100.0
12055961701,100.0
12055960401,100.0
12055961303,100.0
12055961304,100.0
12055961201,100.0
12061050601,100.0
12061050604,100.0
12061050605,100.0
12045990000,0.0
12009980100,0.0
12011020205,100.0
12011041400,100.0
12011041500,100.0
12043000201,100.0
12043000202,100.0
12011020302,100.0
12011020312,100.0
12011042400,100.0
12077950201,100.0
12077950202,100.0
12077980000,0.0
12085001701,100.0
12103022402,100.0
12103027401,100.0
12097042300,100.0
12097042100,100.0
12097041700,100.0
12097043400,100.0
12097043700,100.0
12083002302,100.0
12071010108,100.0
12071050211,100.0
12071050603,100.0
12055961202,100.0
12055960503,100.0
12055961605,100.0
12055960504,100.0
12055961402,100.0
12055960104,100.0
12055961401,100.0
12115002714,100.0
12115002305,100.0
12086001701,100.0
12086004102,100.0
12115002201,100.0
12086007200,100.0
12086007501,100.0
12086980300,100.0
12086007601,100.0
12081990000,0.0
12085990000,0.0
12086009703,100.0
12086008806,100.0
12086980700,0.0
12011011000,100.0
12011041000,100.0
12011041100,100.0
12011041200,100.0
12011041300,100.0
12086010900,100.0
12086007603,100.0
12086003801,100.0
12086001302,100.0
12086014300,100.0
12086014100,0.0
12086000705,100.0
12086008904,100.0
12086001802,100.0
12086003703,100.0
12086001301,100.0
12011041700,100.0
12086001903,100.0
12086000408,100.0
12086008000,100.0
12086014800,100.0
12011020308,100.0
12011020309,100.0
12011020311,100.0
12011042000,100.0
12011042100,100.0
12086009903,100.0
12086009904,100.0
12011020313,100.0
12011020314,100.0
12011020315,100.0
12011020316,100.0
12011020317,100.0
12011020318,100.0
12085001108,100.0
12085001107,100.0
12085001806,0.0
12085001702,100.0
12085001703,100.0
12085001804,100.0
12085001805,100.0
12085001803,100.0
12085001105,100.0
12085000702,100.0
12085001106,100.0
12085000701,100.0
12011020319,100.0
12011020320,100.0
12011020321,100.0
12011020322,100.0
12011020404,100.0
12011020406,100.0
12115990000,0.0
12065250200,0.0
12081002005,100.0
12073002515,100.0
12073002423,100.0
12073002421,100.0
12073002422,100.0
12073002418,100.0
12073002419,100.0
12073002420,100.0
12073000502,100.0
12073000501,100.0
12073002007,100.0
12073001803,100.0
12071010422,100.0
12071040211,100.0
12071050321,100.0
12071040315,100.0
12071001206,100.0
12071040316,100.0
12071001921,100.0
12071010503,100.0
12071040139,0.0
12071040133,100.0
12071040128,100.0
12071001709,100.0
12071001209,100.0
12071010106,100.0
12071010209,100.0
12071001922,100.0
12071010415,100.0
12071020301,100.0
12071070202,100.0
12071050324,100.0
12071001207,100.0
12071010416,100.0
12071010414,100.0
12071010207,100.0
12071070201,100.0
12071020302,100.0
12071030205,100.0
12081001001,100.0
12081000314,100.0
12071010112,100.0
12071010113,100.0
12071050402,100.0
12071050604,100.0
12071050401,100.0
12071010111,100.0
12071040212,100.0
12071050315,100.0
12071050318,100.0
12071050320,100.0
12071010418,100.0
12071020103,100.0
12071010110,100.0
12071040138,100.0
12071001917,100.0
12071050317,100.0
12071050502,100.0
12071050501,100.0
12071050213,100.0
12071010420,100.0
12071040135,100.0
12071040130,100.0
12071010421,100.0
12071050322,100.0
12081000811,100.0
12071010417,100.0
12071010419,100.0
12071050212,100.0
12071050319,100.0
12071050210,100.0
12071010107,100.0
12071010423,100.0
12081000203,100.0
12081000204,100.0
12081000812,100.0
12081002024,100.0
12081001604,100.0
12081001915,100.0
12081001916,100.0
12081002021,100.0
12081002020,100.0
12081000410,100.0
12081000409,100.0
12071050325,100.0
12097042800,100.0
12081002025,100.0
12081002018,100.0
12081001406,100.0
12081001603,100.0
12071001708,100.0
12071010309,100.0
12071010109,100.0
12071001001,100.0
12071020801,100.0
12097043600,100.0
12111382112,100.0
12097043100,100.0
12097041600,100.0
12097041900,100.0
12081000313,100.0
12097043500,100.0
12097042000,100.0
12097041800,100.0
12081000814,100.0
12081001002,100.0
12081002023,100.0
12081000312,100.0
12081002022,100.0
12081001801,100.0
12081001705,100.0
12081001802,100.0
12081000311,100.0
12081002019,100.0
12081001405,100.0
12081000813,100.0
12071001710,100.0
12071000304,100.0
12071001103,100.0
12071001208,100.0
12071001104,100.0
12071001203,100.0
12071010206,100.0
12071001918,100.0
12071001002,100.0
12071010205,100.0
12071000303,100.0
12071000305,100.0
12071010413,100.0
12071010504,100.0
12071040136,100.0
12071010210,100.0
12071010208,100.0
12071000306,100.0
12071040129,100.0
12071010308,100.0
12071001919,100.0
12071001923,100.0
12071001916,100.0
12071050323,100.0
12071020104,100.0
12113010303,100.0
12071020802,100.0
12071050316,100.0
12071040137,100.0
12071040132,100.0
12113010709,100.0
12113010712,100.0
12113010711,100.0
12113010710,100.0
12113010822,100.0
12113010824,100.0
12113010820,100.0
12017450106,100.0
12017450705,100.0
12017450706,100.0
12017451001,100.0
12113010823,100.0
12037970101,100.0
12037970102,100.0
12017451606,100.0
12017451604,100.0
12017450305,100.0
12017450501,100.0
12017451002,100.0
12017451103,100.0
12017450306,100.0
12017450310,100.0
12017450502,100.0
12017451702,100.0
12017450309,100.0
12017451701,100.0
12017451603,100.0
12017450402,100.0
12017450105,100.0
12017450401,100.0
12017451104,100.0
12097042500,100.0
12097042400,100.0
12087971402,100.0
12017451605,100.0
12087970400,100.0
12087970500,100.0
12087971001,100.0
12087970600,100.0
12087971800,100.0
12087970900,100.0
12087971200,100.0
12087972500,100.0
12095017117,100.0
12095018902,100.0
12095017110,100.0
12095015203,100.0
12095016736,100.0
12095010201,100.0
12095017114,100.0
12095016737,100.0
12095017301,100.0
12095017020,100.0
12095016606,100.0
12095017111,100.0
12095018203,100.0
12103021200,100.0
12103020400,100.0
12103020500,100.0
12103020600,100.0
12103020700,100.0
12103020800,100.0
12101031101,100.0
12101030901,100.0
12115001101,100.0
12115001102,100.0
12037970200,100.0
12101030700,100.0
12005002709,100.0
12115000200,100.0
12087970700,100.0
12087970800,100.0
12087971100,100.0
12087971300,100.0
12101031504,100.0
12101030800,100.0
12101031404,100.0
12101032200,100.0
12101032500,100.0
12101032001,100.0
12101031008,100.0
12101032300,100.0
12115000300,100.0
12115000401,100.0
12115000502,100.0
12057000102,100.0
12005002706,100.0
12005000204,100.0
12005000402,100.0
12005002712,100.0
12005002711,100.0
12005000301,0.0
12005002707,100.0
12005002609,100.0
12005000302,100.0
12005000203,100.0
12005000401,100.0
12005002710,100.0
12005002713,100.0
12005002708,100.0
12111382016,100.0
12086010026,100.0
12086012801,100.0
12111382202,100.0
12111382201,100.0
12111381507,100.0
12111381504,100.0
12111382129,100.0
12111382115,100.0
12111382013,100.0
12111382014,100.0
12111382116,100.0
12111382114,100.0
12111382015,100.0
12111381505,100.0
12111381103,100.0
12111381105,100.0
12111381104,100.0
12111381107,100.0
12111381506,100.0
12111381605,100.0
12111381106,100.0
12111382117,100.0
12111381508,100.0
12111382118,100.0
12111382119,100.0
12111382121,100.0
12039020104,100.0
12039020103,100.0
12057014300,100.0
12101031003,100.0
12083001600,100.0
12101031006,100.0
12101031007,100.0
12115000503,100.0
12115000601,100.0
12115000602,100.0
12115000801,100.0
12115000802,100.0
12115000900,100.0
12115001000,100.0
12057004602,100.0
12057011716,100.0
12057010823,100.0
12057004601,100.0
12057014200,100.0
12057011017,100.0
12057006503,100.0
12057002701,100.0
12057010215,100.0
12057010216,100.0
12057011525,100.0
12119911402,100.0
12057000302,100.0
12057012110,100.0
12057010822,100.0
12087971401,100.0
12057000601,100.0
12057000901,100.0
12057011712,100.0
12057980400,100.0
12057980500,100.0
12091022500,100.0
12091022600,100.0
12091022700,100.0
12101031401,100.0
12119911704,100.0
12119911703,100.0
12119980100,0.0
12119910702,100.0
12119910701,100.0
12101031503,100.0
12091022900,100.0
12057011714,100.0
12119911201,100.0
12119911203,100.0
12119911401,100.0
12119911205,100.0
12119911207,100.0
12119911206,100.0
12057000702,100.0
12057000701,100.0
12057014400,100.0
12057014017,100.0
12057010218,100.0
12057011713,100.0
12057011908,100.0
12057011617,100.0
12057011616,100.0
12057010217,100.0
12057011907,100.0
12057011909,100.0
12057011910,100.0
12057011806,100.0
12057006504,100.0
12057011805,100.0
12057011911,100.0
12057002702,100.0
12091023200,100.0
12011980000,0.0
12011050205,100.0
12011050207,100.0
12011010504,100.0
12011040101,100.0
12011043001,100.0
12011050602,100.0
12001001201,100.0
12115002746,100.0
12115002747,100.0
12057011019,100.0
12091023100,100.0
12115002504,100.0
12011020101,100.0
12011050701,100.0
12011050702,100.0
12011050800,100.0
12011060105,100.0
12011060107,100.0
12017450704,100.0
12017450104,100.0
12017450103,100.0
12017450307,100.0
12017450703,100.0
12017450308,100.0
12007000202,100.0
12007000201,100.0
12007000301,100.0
12007000302,0.0
12011060109,100.0
12115002734,100.0
12115002743,100.0
12115002744,0.0
12115002741,100.0
12115002738,100.0
12115002739,100.0
12115002740,100.0
12115002205,100.0
12115002737,100.0
12115002016,100.0
12115002736,100.0
12115001909,100.0
12095016413,100.0
12095016909,100.0
12095016755,100.0
12095014814,100.0
12095016754,100.0
12095017121,100.0
12095017809,100.0
12095017026,100.0
12095013507,100.0
12095016751,100.0
12095014815,100.0
12115002307,100.0
12115002730,100.0
12115002726,100.0
12115002742,100.0
12115002725,100.0
12115002404,100.0
12115001404,100.0
12115001405,100.0
12115002732,100.0
12115000103,100.0
12115000104,100.0
12115002733,100.0
12069031107,100.0
12069030112,100.0
12069030109,100.0
12069031105,100.0
12067960100,0.0
12093910602,100.0
12093910102,0.0
12093910201,100.0
12115002306,100.0
12115002403,100.0
12115002102,100.0
12115002729,100.0
12115002728,100.0
12115002735,100.0
12069030211,100.0
12069030111,0.0
12069030507,100.0
12069030506,100.0
12069030505,100.0
12069031104,100.0
12069031313,100.0
12069031315,100.0
12069031322,100.0
12001000400,100.0
12001001000,100.0
12001001400,100.0
12001001802,100.0
12001002101,100.0
12001002201,100.0
12093910202,100.0
12093910401,100.0
12093910101,100.0
12111381803,100.0
12001002209,100.0
12001001203,100.0
12001001902,100.0
12001002210,100.0
12011042900,100.0
12065250106,0.0
12065250105,100.0
12065250103,100.0
12065250104,100.0
12001000500,100.0
12061050806,100.0
12061050807,100.0
12061050903,100.0
12061050805,100.0
12053040901,100.0
12099006007,100.0
12099001907,100.0
12099007301,100.0
12011060208,100.0
12011060209,100.0
12011060501,100.0
12053041201,100.0
12089050509,100.0
12111382110,100.0
12001001202,100.0
12001002202,100.0
12093910402,100.0
12061050704,100.0
12053040701,100.0
12001000600,100.0
12011060302,100.0
12011060304,100.0
12011020210,100.0
12011060127,100.0
12011060401,100.0
12011060402,100.0
12011060207,100.0
12011060503,100.0
12011060504,100.0
12011060505,100.0
12089050401,100.0
12089050205,100.0
12089050306,100.0
12089050204,100.0
12089050308,100.0
12089050304,100.0
12089050305,100.0
12089050103,100.0
12089050402,100.0
12089050310,100.0
12089050104,100.0
12089050506,100.0
12089050507,100.0
12089050403,100.0
12089050508,100.0
12089050307,100.0
12089050309,100.0
12099007818,100.0
12115002721,100.0
12115002304,100.0
12099007007,100.0
12099007505,100.0
12099005702,100.0
12099005951,100.0
12099005202,100.0
12029970202,0.0
12089050505,100.0
12099001002,100.0
12011070310,100.0
12011060111,100.0
12011060113,100.0
12011060115,100.0
12011060116,100.0
12011060117,100.0
12011060118,100.0
12011060119,100.0
12099007754,100.0
12099007812,100.0
12099007909,100.0
12099001904,100.0
12099003101,100.0
12099004402,100.0
12099004810,100.0
12099005101,100.0
12011060122,100.0
12011060203,100.0
12029970103,0.0
12029970104,0.0
12029970201,0.0
12086002707,100.0
12099000405,100.0
12099000509,100.0
12099001912,100.0
12021011303,100.0
12053041401,100.0
12053041402,100.0
12111382120,100.0
12111382122,100.0
12111382123,100.0
12111382127,100.0
12111382125,100.0
12111382124,100.0
12111382126,100.0
12111382012,100.0
12013010302,100.0
12013010301,100.0
12099006802,100.0
12099007005,100.0
12099007613,100.0
12099007731,100.0
12099007738,100.0
12099001102,100.0
12099004705,100.0
12111382130,100.0
12111382128,100.0
12111382011,100.0
12111381604,100.0
12011110404,100.0
12021010429,100.0
12021010907,100.0
12021010435,100.0
12021011214,100.0
12021010513,100.0
12021010216,100.0
12021010515,100.0
12021010433,100.0
12021010804,100.0
12021010424,100.0
12021010437,100.0
12021010434,100.0
12021010421,100.0
12021010518,100.0
12021010217,100.0
12021010422,100.0
12021010514,100.0
12021010423,100.0
12021010511,100.0
12021010425,100.0
12021010112,100.0
12021011003,100.0
12021011305,100.0
12021011304,100.0
12021011209,100.0
12021010519,100.0
12021010426,100.0
12021010512,100.0
12021010113,100.0
12021010520,100.0
12099005411,100.0
12099005812,100.0
12021010805,100.0
